id,name,type,country,company_hint,domain,linkedin_candidate,linkedin_confidence,linkedin_source,email_candidate,email_confidence,email_source,action,notes
3257be88-9fbd-43ef-b0d1-f5ef148bef34,Borys Musielak,vc,Poland,,,,0.0,,,0.0,,none,no domain | skipped
3d032cf5-8914-46a6-b8f1-3db677faab02,Laurent Sichel,vc,France,Serena Capital,,,0.0,,,0.0,,none,no domain | skipped
854b4de1-9328-4813-9fe6-35a651da3813,Alexis Bonte,vc,France,,,,0.0,,,0.0,,none,no domain | skipped
675adcd6-746c-495a-8690-88c757e7b839,Christophe Chausson,vc,France,,,,0.0,,,0.0,,none,no domain | skipped
16977b2d-e46d-4831-a32a-e92a20df3d6b,Antoine Freysz,vc,France,Newfund,,,0.0,,,0.0,,none,no domain | skipped
e30eb9ee-8e45-4a8a-a965-5d30a7864748,Benedikt Lehnert,vc,USA,True Ventures,trueventures.com,https://www.linkedin.com/company/true-ventures,0.55,https://trueventures.com,,0.0,,none,linkedin link found on public website | skipped
5cd8606f-aac6-49ae-bed2-a4a782af3299,Dan Levitan,vc,USA,,,,0.0,,,0.0,,none,no domain | skipped
6f871af8-249e-49b0-a9ee-cc7d702d88ac,Jonathan Sposato,angel,USA,Google,google.com,,0.0,,,0.0,,none,skipped
cc7d09e8-df7d-4b98-b016-1f6e45743708,Chris Devore,vc,USA,,,,0.0,,,0.0,,none,no domain | skipped
0107e556-ba63-464f-9c17-0455b5336034,Assaf Arkin,angel,Israel,,,,0.0,,,0.0,,none,no domain | skipped
ba8380f8-cc9a-475f-8827-bedaa4fa594b,Oded Gal,angel,USA,CrowdStrike,,,0.0,,,0.0,,none,no domain | skipped
46f2c073-4d7c-412d-8ee7-e15e6889b20b,Gal Levin,vc,UK,INREACH Ventures,,,0.0,,,0.0,,none,no domain | skipped
00d1f176-e57f-48db-b748-27042100b285,Devansh Saxena,vc,India,Sequoia,sequoiacap.com,,0.0,,,0.0,,none,skipped
3c7a5c00-c527-45b9-9c56-a1fcac54be3d,Amit Anand,vc,Singapore,,,,0.0,,,0.0,,none,no domain | skipped
7d148d62-7b67-4387-bac0-c5148d77f4db,Jayesh Parekh,vc,Singapore,,,,0.0,,,0.0,,none,no domain | skipped
f69ae9b8-bd1d-4c38-a54e-a084161e3692,Hsien-Hui Tong,vc,Singapore,SGInnovate,,,0.0,,,0.0,,none,no domain | skipped
1032aad4-88da-4529-a527-8f673845436c,Khailee Ng,vc,Malaysia,,,,0.0,,,0.0,,none,no domain | skipped
f1d81e2b-2d61-4443-82c7-d1d108546ab3,Chua Joo Hock,vc,Singapore,Vertex Ventures Southeast Asia,,,0.0,,,0.0,,none,no domain | skipped
e1779ab4-db12-4fe7-9c2c-45552b9a7978,James Tan,vc,Singapore,Quest Ventures,,,0.0,,,0.0,,none,no domain | skipped
55025ba0-c069-45c1-8f6d-40fe9f5a8096,Peng Ong,angel,Singapore,,,,0.0,,,0.0,,none,no domain | skipped
137e5a6f-c363-489a-bf8a-3d7345e2bfc0,Masami Irisawa,vc,Japan,JAFCO Asia,,,0.0,,,0.0,,none,no domain | skipped
e2a8a632-3860-4796-8482-a77bc2ca9657,Kenji Tomita,vc,Japan,,,,0.0,,,0.0,,none,no domain | skipped
7bb2eea1-07a6-4519-b66c-1d05daadd28c,Akira Kurabayashi,vc,Japan,B Dash Ventures,,,0.0,,,0.0,,none,no domain | skipped
cb488dc2-1136-4ae0-84af-1a759c8d50e5,Shuhei Morofuji,angel,Japan,,,,0.0,,,0.0,,none,no domain | skipped
40fa341b-2725-416d-882b-4a21fe624018,Yoon Jeung,vc,South Korea,Kakao Ventures,,,0.0,,,0.0,,none,no domain | skipped
76c598ed-0901-499a-a5a1-2404cbe0c4a2,YongJin Kwon,vc,South Korea,KB Investment,,,0.0,,,0.0,,none,no domain | skipped
2efb5e8a-90ce-4de0-966e-3e7d95b0a261,Emeka Ajene,angel,France,,,,0.0,,,0.0,,none,no domain | skipped
a6c22858-666b-4d56-a952-231a93137a1d,Cyril Collon,vc,France,Partech,partechpartners.com,https://www.linkedin.com/in/cyrilcollon,0.9,https://partechpartners.com/team,,0.0,,review,linkedin link found on public website | skipped
e96714cf-7f35-49dd-a306-c7c77adcc8f9,Olumide Soyombo,vc,Nigeria,,,,0.0,,,0.0,,none,no domain | skipped
0acaf3a4-a919-4dab-afd4-d939e5a7230e,Noro Andriamihaja,vc,Kenya,Enza Capital,,,0.0,,,0.0,,none,no domain | skipped
a8bb43ee-5b79-4785-8be5-62ac148ce323,Rebecca Enonchong,angel,Cameroon,,,,0.0,,,0.0,,none,no domain | skipped
6d0c7f72-9f65-46d1-8078-6cd7b431b0f9,Rodrigo Teijeiro,angel,Argentina,,,,0.0,,,0.0,,none,no domain | skipped
e9962b17-d51c-41bf-974f-a14d2b700aa0,Nico Berman,vc,Brazil,Kaszek Ventures,,,0.0,,,0.0,,none,no domain | skipped
